record_id,DOI,data_source,fold,assignment
R0041,https://doi.org/10.1007/s40242-020-0077-3,161,2,train
R0042,https://doi.org/10.1002/smll.202105752,165,2,train
R0043,https://doi.org/10.1002/smll.202105752,165,2,train
R0047,https://doi.org/10.1002/aenm.202200791,176,2,train
R0048,https://doi.org/10.1002/aenm.202103910,177,2,train
R0049,https://doi.org/10.1016/j.apcatb.2022.121844,181,2,train
R0050,https://doi.org/10.1002/aenm.202203660,183,2,train
R0051,https://doi.org/10.1016/j.ensm.2023.102874,187,2,train
R0052,https://doi.org/10.1016/j.ensm.2023.102989,188,2,train
R0054,https://doi.org/10.1016/S1872‐2067(23)64409‐2,191,2,train
R0055,https://doi.org/10.1016/S1872‐2067(23)64409‐2,191,2,train
R0056,https://doi.org/10.1016/j.jallcom.2023.170130,203,2,train
R0058,https://doi.org/10.1016/j.electacta.2023.142096,209,2,train
R0059,https://doi.org/10.1016/j.electacta.2022.140147,211,2,train
R0060,https://doi.org/10.1021/acsami.1c22643,214,2,train
R0061,https://doi.org/10.1016/j.jelechem.2022.116810,217,2,train
R0062,https://doi.org/10.1002/slct.202200870,225,2,train
R0063,https://doi.org/10.1002/slct.202200870,225,2,train
R0064,https://doi.org/10.1002/slct.202200870,225,2,train
R0065,https://doi.org/10.1016/j.cej.2023.146775,227,2,train
R0066,https://doi.org/10.1073/pnas.2301439120/-/DCSupplemental,228,2,train
R0067,https://doi.org/10.3390/nano12142386,229,2,train
R0068,https://doi.org/10.1021/acsami.2c19975,230,2,train
R0069,https://doi.org/10.1021/acsami.2c19975,230,2,train
R0071,https://doi.org/10.1039/d2ta07061h,237,2,train
R0072,https://doi.org/10.1016/j.ijhydene.2023.12.023,241,2,train
R0074,https://doi.org/10.1002/smll.202204836,248,2,train
R0075,https://doi.org/10.1002/smll.202204836,248,2,train
R0076,https://doi.org/10.1002/admi.202102110,252,2,train
R0077,https://doi.org/10.1002/admi.202102110,252,2,train
R0080,https://doi.org/10.1016/j.est.2023.107329,270,2,train
R0081,https://doi.org/10.1021/acs.jpcc.3c01042,281,2,train
R0082,https://doi.org/10.1021/acs.jpcc.3c01042,281,2,train
R0083,https://doi.org/10.1021/acs.jpcc.3c01042,281,2,train
R0084,https://doi.org/10.1021/acsami.3c01599,283,2,train
R0085,https://doi.org/10.1021/jacs.2c11676,287,2,train
R0086,https://doi.org/10.1016/j.est.2023.109342,288,2,train
R0087,https://doi.org/10.1016/j.est.2023.109342,288,2,train
R0088,https://doi.org/10.1016/j.est.2023.109342,288,2,train
R0089,https://doi.org/10.1016/j.jcis.2022.12.148,290,2,train
R0090,https://doi.org/10.1016/j.cej.2022.139524,295,2,train
R0091,https://doi.org/10.1039/d1qi01260f,296,2,train
R0092,https://doi.org/10.1016/j.carbon.2022.04.080,298,2,train
R0094,https://doi.org/10.1016/j.electacta.2022.140894,304,2,train
R0095,https://doi.org/10.1002/smll.202206611,305,2,train
R0096,https://doi.org/10.1002/adsu.202300510,307,2,train
R0097,https://doi.org/10.1002/adsu.202300510,307,2,train
R0098,https://doi.org/10.1002/adsu.202300510,307,2,train
R0100,https://doi.org/10.1021/acscatal.2c02544,312,2,train
R0101,https://doi.org/10.1021/acscatal.2c02544,312,2,train
R0102,https://doi.org/10.1126/sciadv.abq6261,316,2,train
R0103,https://doi.org/10.1007/s12274-022-5330-2,317,2,train
R0104,https://doi.org/10.1007/s12274-022-5330-2,317,2,train
R0105,https://doi.org/10.1007/s12274-022-5330-2,317,2,train
R0106,https://doi.org/10.1007/s12274-022-5330-2,317,2,train
R0107,https://doi.org/10.1016/j.ensm.2023.102829,320,2,train
R0109,https://doi.org/10.1002/smll.202302598,323,2,train
R0110,https://doi.org/10.1002/adma.202106436,337,2,train
R0111,https://doi.org/10.1016/j.apcatb.2022.122203,338,2,train
R0114,https://doi.org/10.1016/j.compositesb.2022.109727,351,2,train
R0115,https://doi.org/10.1016/j.ensm.2022.05.029,352,2,train
R0118,https://doi.org/10.1002/smll.202106707,361,2,train
R0123,https://doi.org/10.1021/acs.nanolett.3c03025,379,2,train
R0124,https://doi.org/10.1021/acs.nanolett.3c03025,379,2,train
R0126,https://doi.org/10.1016/j.jcis.2026.140244,382,2,train
R0127,https://doi.org/10.1016/j.jechem.2026.01.056,383,2,train
R0128,https://doi.org/10.1002/smll.202512953,389,2,train
R0129,https://doi.org/10.1002/smll.202512953,389,2,train
R0130,https://doi.org/10.1002/smll.202512953,389,2,train
R0132,https://doi.org/10.1016/j.electacta.2025.147671,403,2,train
R0134,https://doi.org/10.1021/acsanm.5c04476,406,2,train
R0135,https://doi.org/10.1021/acsanm.5c04476,406,2,train
R0136,https://doi.org/10.1088/2631-6331/ae1925,408,2,train
R0137,https://doi.org/10.1002/anie.202521423,410,2,train
R0139,https://doi.org/10.1002/anie.202520097,415,2,train
R0140,https://doi.org/10.1016/j.jcis.2025.139355,416,2,train
R0141,https://doi.org/10.1016/j.jcis.2025.139355,416,2,train
R0142,https://doi.org/10.1021/acsnano.5c10218,423,2,train
R0143,https://doi.org/10.1021/acsnano.5c10218,423,2,train
R0144,https://doi.org/10.1002/aoc.70327,425,2,train
R0145,https://doi.org/10.1021/acs.langmuir.5c02644,430,2,train
R0146,https://doi.org/10.1016/j.electacta.2025.146925,434,2,train
R0148,https://doi.org/10.1038/s41598-025-11449-1,436,2,train
R0149,https://doi.org/10.1002/anie.202509132,437,2,train
R0150,https://doi.org/10.1016/j.jpowsour.2025.237653,441,2,train
R0151,https://doi.org/10.1021/acs.iecr.5c01518,442,2,train
R0152,https://doi.org/10.1021/acs.iecr.5c01518,442,2,train
R0154,https://doi.org/10.1093/nsr/nwaf145,450,2,train
R0155,https://doi.org/10.1016/j.jcis.2025.137782,452,2,train
R0156,https://doi.org/10.1016/j.cej.2025.162908,457,2,train
R0157,https://doi.org/10.1016/j.cej.2025.162908,457,2,train
R0158,https://doi.org/10.1016/j.cej.2025.162908,457,2,train
R0159,https://doi.org/10.1016/j.cej.2025.162420,458,2,train
R0160,https://doi.org/10.1039/d5nr00300h,459,2,train
R0161,https://doi.org/10.1039/d5nr00300h,459,2,train
R0162,https://doi.org/10.1021/jacs.4c15230,463,2,train
R0163,https://doi.org/10.1002/celc.202400626,470,2,train
R0164,https://doi.org/10.1016/j.esci.2024.100310,477,2,train
R0165,https://doi.org/10.1016/j.esci.2024.100310,477,2,train
R0166,https://doi.org/10.1002/smll.202406516,478,2,train
R0167,https://doi.org/10.1002/anie.202418893,483,2,train
R0168,https://doi.org/10.1016/j.electacta.2024.145384,489,2,train
R0169,https://doi.org/10.1007/s10008-024-06115-x,494,2,train
R0170,https://doi.org/10.1002/aenm.202402925,495,2,train
R0171,https://doi.org/10.1002/aenm.202402925,495,2,train
R0172,https://doi.org/10.1002/aenm.202402925,495,2,train
R0173,https://doi.org/10.1021/acs.energyfuels.4c04356,498,2,train
R0174,https://doi.org/10.1002/smll.202406525,502,2,train
R0175,https://doi.org/10.1016/j.jpowsour.2024.235394,507,2,train
R0176,https://doi.org/10.1016/j.jpowsour.2024.235394,507,2,train
R0177,https://doi.org/10.1002/cey2.587,508,2,train
R0178,https://doi.org/10.1002/cey2.550,509,2,train
R0179,https://doi.org/10.1039/d4sc03242j,517,2,train
R0180,https://doi.org/10.1016/j.est.2024.112780,519,2,train
R0181,https://doi.org/10.1016/j.est.2024.112780,519,2,train
R0182,https://doi.org/10.1016/j.jcis.2024.06.137,522,2,train
R0183,https://doi.org/10.1016/j.jcis.2024.06.137,522,2,train
R0184,https://doi.org/10.1016/j.jcis.2024.06.137,522,2,train
R0186,https://doi.org/10.1002/adma.202405440,525,2,train
R0187,https://doi.org/10.1016/j.mtener.2024.101597,526,2,train
R0188,https://doi.org/10.1016/j.jcis.2024.05.144,528,2,train
R0189,https://doi.org/10.1016/j.ijoes.2024.100602,532,2,train
R0190,https://doi.org/10.1016/j.jechem.2024.01.076,540,2,train
R0191,https://doi.org/10.1016/j.jechem.2024.01.076,540,2,train
R0192,https://doi.org/10.1016/j.jechem.2024.01.076,540,2,train
R0194,https://doi.org/10.1002/smtd.202301728,545,2,train
R0195,https://doi.org/10.1002/smtd.202301728,545,2,train
R0196,https://doi.org/10.1016/j.mtcomm.2024.108243,547,2,train
R0197,https://doi.org/10.1016/j.jallcom.2024.173877,549,2,train
R0198,https://doi.org/10.1016/j.jpowsour.2024.234130,553,2,train
R0199,https://doi.org/10.1016/j.jpowsour.2024.234130,553,2,train
R0200,https://doi.org/10.1021/jacs.3c12734,554,2,train
R0001,https://doi.org/10.1016/j.electacta.2020.137645,8,2,test
R0002,https://doi.org/10.1016/j.electacta.2020.137645,8,2,test
R0004,https://doi.org/10.1016/j.ssi.2021.115773,18,2,test
R0005,https://doi.org/10.1016/j.ssi.2021.115773,18,2,test
R0006,https://doi.org/10.1016/j.jpowsour.2021.230374,32,2,test
R0018,https://doi.org/10.1016/j.jpowsour.2020.228362,71,2,test
R0021,https://doi.org/10.1002/anie.202110116,88,2,test
R0022,https://doi.org/10.1002/anie.202110116,88,2,test
R0037,https://doi.org/10.1002/er.6806,138,2,test
R0044,https://doi.org/10.1021/acscatal.0c02608,168,2,test
R0045,https://doi.org/10.1021/acsaem.1c01572,171,2,test
R0046,https://doi.org/10.1021/acsaem.1c01572,171,2,test
R0053,https://doi.org/10.1016/j.ensm.2022.07.026,190,2,test
R0057,https://doi.org/10.1002/smll.202205532,208,2,test
R0070,https://doi.org/10.1016/j.cej.2022.136852,236,2,test
R0073,https://doi.org/10.1016/j.jelechem.2022.116356,247,2,test
R0078,https://doi.org/10.1016/j.cej.2022.137684,259,2,test
R0079,https://doi.org/10.1016/j.cej.2022.137684,259,2,test
R0093,https://doi.org/10.1016/j.jallcom.2022.163703,301,2,test
R0099,https://doi.org/10.1021/acsami.2c19975,311,2,test
R0108,https://doi.org/10.1016/j.cej.2022.138462,322,2,test
R0112,https://doi.org/10.1021/acsnano.3c05782,342,2,test
R0113,https://doi.org/10.1039/d2ta03604e,344,2,test
R0116,https://doi.org/10.1016/j.cej.2023.143351,357,2,test
R0117,https://doi.org/10.1002/adfm.202209876,358,2,test
R0119,https://doi.org/10.1021/acsaem.3c02592,365,2,test
R0120,https://doi.org/10.1002/aenm.202204057,375,2,test
R0121,https://doi.org/10.1002/aenm.202204057,375,2,test
R0122,https://doi.org/10.1002/aenm.202204057,375,2,test
R0125,https://doi.org/10.6023/A22050206,381,2,test
R0131,https://doi.org/10.1002/advs.202522315,399,2,test
R0133,https://doi.org/10.1021/acsaem.5c03033,405,2,test
R0138,https://doi.org/10.1080/1536383X.2025.2583369,414,2,test
R0147,https://doi.org/10.1016/j.jcis.2025.138454,435,2,test
R0153,https://doi.org/10.1016/j.carbon.2025.120482,447,2,test
R0185,https://doi.org/10.1002/adma.202404319,523,2,test
R0193,https://doi.org/10.1002/aenm.202303766,543,2,test
R0001,https://doi.org/10.1016/j.electacta.2020.137645,8,3,train
R0002,https://doi.org/10.1016/j.electacta.2020.137645,8,3,train
R0003,https://doi.org/10.1016/j.apcatb.2019.118283,16,3,train
R0004,https://doi.org/10.1016/j.ssi.2021.115773,18,3,train
R0005,https://doi.org/10.1016/j.ssi.2021.115773,18,3,train
R0006,https://doi.org/10.1016/j.jpowsour.2021.230374,32,3,train
R0009,https://doi.org/10.1016/j.jallcom.2020.158269,40,3,train
R0010,https://doi.org/10.1016/j.cej.2020.124294,50,3,train
R0011,https://doi.org/10.1016/j.cej.2020.124294,50,3,train
R0012,https://doi.org/10.1016/j.cej.2021.128403,53,3,train
R0013,https://doi.org/10.1016/j.jelechem.2020.114124,58,3,train
R0014,https://doi.org/10.1016/j.jechem.2020.07.053,61,3,train
R0015,https://doi.org/10.1016/j.flatc.2020.100221,65,3,train
R0016,https://doi.org/10.1016/j.jallcom.2020.157945,68,3,train
R0018,https://doi.org/10.1016/j.jpowsour.2020.228362,71,3,train
R0021,https://doi.org/10.1002/anie.202110116,88,3,train
R0022,https://doi.org/10.1002/anie.202110116,88,3,train
R0023,https://doi.org/10.1021/acs.jpcc.1c05456,91,3,train
R0024,https://doi.org/10.1021/acs.jpcc.1c05456,91,3,train
R0025,https://doi.org/10.1021/acs.jpcc.1c05456,91,3,train
R0026,https://doi.org/10.1039/d0cc05980c,102,3,train
R0028,https://doi.org/10.1039/d0ta09195b,113,3,train
R0029,https://doi.org/10.1039/d1ta00538c,118,3,train
R0030,https://doi.org/10.1039/d1ta04830a,120,3,train
R0031,https://doi.org/10.1002/ente.201901257,123,3,train
R0032,https://doi.org/10.1002/ente.201901257,123,3,train
R0033,https://doi.org/10.1021/acsaem.0c01691,126,3,train
R0034,https://doi.org/10.1021/acsnano.9b09646,132,3,train
R0035,https://doi.org/10.1021/acsami.0c02087,136,3,train
R0037,https://doi.org/10.1002/er.6806,138,3,train
R0039,https://doi.org/10.1021/acsami.9b21904,151,3,train
R0040,https://doi.org/10.1007/s11581-021-04046-5,157,3,train
R0042,https://doi.org/10.1002/smll.202105752,165,3,train
R0043,https://doi.org/10.1002/smll.202105752,165,3,train
R0044,https://doi.org/10.1021/acscatal.0c02608,168,3,train
R0045,https://doi.org/10.1021/acsaem.1c01572,171,3,train
R0046,https://doi.org/10.1021/acsaem.1c01572,171,3,train
R0047,https://doi.org/10.1002/aenm.202200791,176,3,train
R0048,https://doi.org/10.1002/aenm.202103910,177,3,train
R0049,https://doi.org/10.1016/j.apcatb.2022.121844,181,3,train
R0051,https://doi.org/10.1016/j.ensm.2023.102874,187,3,train
R0052,https://doi.org/10.1016/j.ensm.2023.102989,188,3,train
R0053,https://doi.org/10.1016/j.ensm.2022.07.026,190,3,train
R0054,https://doi.org/10.1016/S1872‐2067(23)64409‐2,191,3,train
R0055,https://doi.org/10.1016/S1872‐2067(23)64409‐2,191,3,train
R0056,https://doi.org/10.1016/j.jallcom.2023.170130,203,3,train
R0057,https://doi.org/10.1002/smll.202205532,208,3,train
R0058,https://doi.org/10.1016/j.electacta.2023.142096,209,3,train
R0059,https://doi.org/10.1016/j.electacta.2022.140147,211,3,train
R0061,https://doi.org/10.1016/j.jelechem.2022.116810,217,3,train
R0062,https://doi.org/10.1002/slct.202200870,225,3,train
R0063,https://doi.org/10.1002/slct.202200870,225,3,train
R0064,https://doi.org/10.1002/slct.202200870,225,3,train
R0065,https://doi.org/10.1016/j.cej.2023.146775,227,3,train
R0066,https://doi.org/10.1073/pnas.2301439120/-/DCSupplemental,228,3,train
R0067,https://doi.org/10.3390/nano12142386,229,3,train
R0068,https://doi.org/10.1021/acsami.2c19975,230,3,train
R0069,https://doi.org/10.1021/acsami.2c19975,230,3,train
R0070,https://doi.org/10.1016/j.cej.2022.136852,236,3,train
R0072,https://doi.org/10.1016/j.ijhydene.2023.12.023,241,3,train
R0073,https://doi.org/10.1016/j.jelechem.2022.116356,247,3,train
R0076,https://doi.org/10.1002/admi.202102110,252,3,train
R0077,https://doi.org/10.1002/admi.202102110,252,3,train
R0078,https://doi.org/10.1016/j.cej.2022.137684,259,3,train
R0079,https://doi.org/10.1016/j.cej.2022.137684,259,3,train
R0080,https://doi.org/10.1016/j.est.2023.107329,270,3,train
R0081,https://doi.org/10.1021/acs.jpcc.3c01042,281,3,train
R0082,https://doi.org/10.1021/acs.jpcc.3c01042,281,3,train
R0083,https://doi.org/10.1021/acs.jpcc.3c01042,281,3,train
R0085,https://doi.org/10.1021/jacs.2c11676,287,3,train
R0086,https://doi.org/10.1016/j.est.2023.109342,288,3,train
R0087,https://doi.org/10.1016/j.est.2023.109342,288,3,train
R0088,https://doi.org/10.1016/j.est.2023.109342,288,3,train
R0089,https://doi.org/10.1016/j.jcis.2022.12.148,290,3,train
R0090,https://doi.org/10.1016/j.cej.2022.139524,295,3,train
R0092,https://doi.org/10.1016/j.carbon.2022.04.080,298,3,train
R0093,https://doi.org/10.1016/j.jallcom.2022.163703,301,3,train
R0094,https://doi.org/10.1016/j.electacta.2022.140894,304,3,train
R0096,https://doi.org/10.1002/adsu.202300510,307,3,train
R0097,https://doi.org/10.1002/adsu.202300510,307,3,train
R0098,https://doi.org/10.1002/adsu.202300510,307,3,train
R0099,https://doi.org/10.1021/acsami.2c19975,311,3,train
R0103,https://doi.org/10.1007/s12274-022-5330-2,317,3,train
R0104,https://doi.org/10.1007/s12274-022-5330-2,317,3,train
R0105,https://doi.org/10.1007/s12274-022-5330-2,317,3,train
R0106,https://doi.org/10.1007/s12274-022-5330-2,317,3,train
R0107,https://doi.org/10.1016/j.ensm.2023.102829,320,3,train
R0108,https://doi.org/10.1016/j.cej.2022.138462,322,3,train
R0109,https://doi.org/10.1002/smll.202302598,323,3,train
R0110,https://doi.org/10.1002/adma.202106436,337,3,train
R0111,https://doi.org/10.1016/j.apcatb.2022.122203,338,3,train
R0112,https://doi.org/10.1021/acsnano.3c05782,342,3,train
R0113,https://doi.org/10.1039/d2ta03604e,344,3,train
R0114,https://doi.org/10.1016/j.compositesb.2022.109727,351,3,train
R0115,https://doi.org/10.1016/j.ensm.2022.05.029,352,3,train
R0116,https://doi.org/10.1016/j.cej.2023.143351,357,3,train
R0117,https://doi.org/10.1002/adfm.202209876,358,3,train
R0118,https://doi.org/10.1002/smll.202106707,361,3,train
R0119,https://doi.org/10.1021/acsaem.3c02592,365,3,train
R0120,https://doi.org/10.1002/aenm.202204057,375,3,train
R0121,https://doi.org/10.1002/aenm.202204057,375,3,train
R0122,https://doi.org/10.1002/aenm.202204057,375,3,train
R0125,https://doi.org/10.6023/A22050206,381,3,train
R0126,https://doi.org/10.1016/j.jcis.2026.140244,382,3,train
R0131,https://doi.org/10.1002/advs.202522315,399,3,train
R0132,https://doi.org/10.1016/j.electacta.2025.147671,403,3,train
R0133,https://doi.org/10.1021/acsaem.5c03033,405,3,train
R0134,https://doi.org/10.1021/acsanm.5c04476,406,3,train
R0135,https://doi.org/10.1021/acsanm.5c04476,406,3,train
R0136,https://doi.org/10.1088/2631-6331/ae1925,408,3,train
R0137,https://doi.org/10.1002/anie.202521423,410,3,train
R0138,https://doi.org/10.1080/1536383X.2025.2583369,414,3,train
R0139,https://doi.org/10.1002/anie.202520097,415,3,train
R0140,https://doi.org/10.1016/j.jcis.2025.139355,416,3,train
R0141,https://doi.org/10.1016/j.jcis.2025.139355,416,3,train
R0142,https://doi.org/10.1021/acsnano.5c10218,423,3,train
R0143,https://doi.org/10.1021/acsnano.5c10218,423,3,train
R0144,https://doi.org/10.1002/aoc.70327,425,3,train
R0145,https://doi.org/10.1021/acs.langmuir.5c02644,430,3,train
R0146,https://doi.org/10.1016/j.electacta.2025.146925,434,3,train
R0147,https://doi.org/10.1016/j.jcis.2025.138454,435,3,train
R0148,https://doi.org/10.1038/s41598-025-11449-1,436,3,train
R0150,https://doi.org/10.1016/j.jpowsour.2025.237653,441,3,train
R0151,https://doi.org/10.1021/acs.iecr.5c01518,442,3,train
R0152,https://doi.org/10.1021/acs.iecr.5c01518,442,3,train
R0153,https://doi.org/10.1016/j.carbon.2025.120482,447,3,train
R0154,https://doi.org/10.1093/nsr/nwaf145,450,3,train
R0155,https://doi.org/10.1016/j.jcis.2025.137782,452,3,train
R0156,https://doi.org/10.1016/j.cej.2025.162908,457,3,train
R0157,https://doi.org/10.1016/j.cej.2025.162908,457,3,train
R0158,https://doi.org/10.1016/j.cej.2025.162908,457,3,train
R0162,https://doi.org/10.1021/jacs.4c15230,463,3,train
R0164,https://doi.org/10.1016/j.esci.2024.100310,477,3,train
R0165,https://doi.org/10.1016/j.esci.2024.100310,477,3,train
R0166,https://doi.org/10.1002/smll.202406516,478,3,train
R0167,https://doi.org/10.1002/anie.202418893,483,3,train
R0168,https://doi.org/10.1016/j.electacta.2024.145384,489,3,train
R0169,https://doi.org/10.1007/s10008-024-06115-x,494,3,train
R0170,https://doi.org/10.1002/aenm.202402925,495,3,train
R0171,https://doi.org/10.1002/aenm.202402925,495,3,train
R0172,https://doi.org/10.1002/aenm.202402925,495,3,train
R0173,https://doi.org/10.1021/acs.energyfuels.4c04356,498,3,train
R0174,https://doi.org/10.1002/smll.202406525,502,3,train
R0175,https://doi.org/10.1016/j.jpowsour.2024.235394,507,3,train
R0176,https://doi.org/10.1016/j.jpowsour.2024.235394,507,3,train
R0179,https://doi.org/10.1039/d4sc03242j,517,3,train
R0182,https://doi.org/10.1016/j.jcis.2024.06.137,522,3,train
R0183,https://doi.org/10.1016/j.jcis.2024.06.137,522,3,train
R0184,https://doi.org/10.1016/j.jcis.2024.06.137,522,3,train
R0185,https://doi.org/10.1002/adma.202404319,523,3,train
R0186,https://doi.org/10.1002/adma.202405440,525,3,train
R0188,https://doi.org/10.1016/j.jcis.2024.05.144,528,3,train
R0189,https://doi.org/10.1016/j.ijoes.2024.100602,532,3,train
R0190,https://doi.org/10.1016/j.jechem.2024.01.076,540,3,train
R0191,https://doi.org/10.1016/j.jechem.2024.01.076,540,3,train
R0192,https://doi.org/10.1016/j.jechem.2024.01.076,540,3,train
R0193,https://doi.org/10.1002/aenm.202303766,543,3,train
R0194,https://doi.org/10.1002/smtd.202301728,545,3,train
R0195,https://doi.org/10.1002/smtd.202301728,545,3,train
R0196,https://doi.org/10.1016/j.mtcomm.2024.108243,547,3,train
R0198,https://doi.org/10.1016/j.jpowsour.2024.234130,553,3,train
R0199,https://doi.org/10.1016/j.jpowsour.2024.234130,553,3,train
R0200,https://doi.org/10.1021/jacs.3c12734,554,3,train
R0007,https://doi.org/10.1016/j.jallcom.2019.152736,34,3,test
R0008,https://doi.org/10.1016/j.jallcom.2020.153803,36,3,test
R0017,https://doi.org/10.1016/j.jallcom.2020.154054,70,3,test
R0019,https://doi.org/10.1016/j.jallcom.2020.157656,73,3,test
R0020,https://doi.org/10.1002/aenm.202100110,82,3,test
R0027,https://doi.org/10.1039/d0nr00866d,104,3,test
R0036,https://doi.org/10.1002/er.7342,137,3,test
R0038,https://doi.org/10.1021/acsami.1c08720,150,3,test
R0041,https://doi.org/10.1007/s40242-020-0077-3,161,3,test
R0050,https://doi.org/10.1002/aenm.202203660,183,3,test
R0060,https://doi.org/10.1021/acsami.1c22643,214,3,test
R0071,https://doi.org/10.1039/d2ta07061h,237,3,test
R0074,https://doi.org/10.1002/smll.202204836,248,3,test
R0075,https://doi.org/10.1002/smll.202204836,248,3,test
R0084,https://doi.org/10.1021/acsami.3c01599,283,3,test
R0091,https://doi.org/10.1039/d1qi01260f,296,3,test
R0095,https://doi.org/10.1002/smll.202206611,305,3,test
R0100,https://doi.org/10.1021/acscatal.2c02544,312,3,test
R0101,https://doi.org/10.1021/acscatal.2c02544,312,3,test
R0102,https://doi.org/10.1126/sciadv.abq6261,316,3,test
R0123,https://doi.org/10.1021/acs.nanolett.3c03025,379,3,test
R0124,https://doi.org/10.1021/acs.nanolett.3c03025,379,3,test
R0127,https://doi.org/10.1016/j.jechem.2026.01.056,383,3,test
R0128,https://doi.org/10.1002/smll.202512953,389,3,test
R0129,https://doi.org/10.1002/smll.202512953,389,3,test
R0130,https://doi.org/10.1002/smll.202512953,389,3,test
R0149,https://doi.org/10.1002/anie.202509132,437,3,test
R0159,https://doi.org/10.1016/j.cej.2025.162420,458,3,test
R0160,https://doi.org/10.1039/d5nr00300h,459,3,test
R0161,https://doi.org/10.1039/d5nr00300h,459,3,test
R0163,https://doi.org/10.1002/celc.202400626,470,3,test
R0177,https://doi.org/10.1002/cey2.587,508,3,test
R0178,https://doi.org/10.1002/cey2.550,509,3,test
R0180,https://doi.org/10.1016/j.est.2024.112780,519,3,test
R0181,https://doi.org/10.1016/j.est.2024.112780,519,3,test
R0187,https://doi.org/10.1016/j.mtener.2024.101597,526,3,test
R0197,https://doi.org/10.1016/j.jallcom.2024.173877,549,3,test
R0001,https://doi.org/10.1016/j.electacta.2020.137645,8,4,train
R0002,https://doi.org/10.1016/j.electacta.2020.137645,8,4,train
R0004,https://doi.org/10.1016/j.ssi.2021.115773,18,4,train
R0005,https://doi.org/10.1016/j.ssi.2021.115773,18,4,train
R0006,https://doi.org/10.1016/j.jpowsour.2021.230374,32,4,train
R0007,https://doi.org/10.1016/j.jallcom.2019.152736,34,4,train
R0008,https://doi.org/10.1016/j.jallcom.2020.153803,36,4,train
R0009,https://doi.org/10.1016/j.jallcom.2020.158269,40,4,train
R0010,https://doi.org/10.1016/j.cej.2020.124294,50,4,train
R0011,https://doi.org/10.1016/j.cej.2020.124294,50,4,train
R0012,https://doi.org/10.1016/j.cej.2021.128403,53,4,train
R0015,https://doi.org/10.1016/j.flatc.2020.100221,65,4,train
R0016,https://doi.org/10.1016/j.jallcom.2020.157945,68,4,train
R0017,https://doi.org/10.1016/j.jallcom.2020.154054,70,4,train
R0018,https://doi.org/10.1016/j.jpowsour.2020.228362,71,4,train
R0019,https://doi.org/10.1016/j.jallcom.2020.157656,73,4,train
R0020,https://doi.org/10.1002/aenm.202100110,82,4,train
R0021,https://doi.org/10.1002/anie.202110116,88,4,train
R0022,https://doi.org/10.1002/anie.202110116,88,4,train
R0023,https://doi.org/10.1021/acs.jpcc.1c05456,91,4,train
R0024,https://doi.org/10.1021/acs.jpcc.1c05456,91,4,train
R0025,https://doi.org/10.1021/acs.jpcc.1c05456,91,4,train
R0026,https://doi.org/10.1039/d0cc05980c,102,4,train
R0027,https://doi.org/10.1039/d0nr00866d,104,4,train
R0028,https://doi.org/10.1039/d0ta09195b,113,4,train
R0029,https://doi.org/10.1039/d1ta00538c,118,4,train
R0030,https://doi.org/10.1039/d1ta04830a,120,4,train
R0031,https://doi.org/10.1002/ente.201901257,123,4,train
R0032,https://doi.org/10.1002/ente.201901257,123,4,train
R0034,https://doi.org/10.1021/acsnano.9b09646,132,4,train
R0035,https://doi.org/10.1021/acsami.0c02087,136,4,train
R0036,https://doi.org/10.1002/er.7342,137,4,train
R0037,https://doi.org/10.1002/er.6806,138,4,train
R0038,https://doi.org/10.1021/acsami.1c08720,150,4,train
R0039,https://doi.org/10.1021/acsami.9b21904,151,4,train
R0040,https://doi.org/10.1007/s11581-021-04046-5,157,4,train
R0041,https://doi.org/10.1007/s40242-020-0077-3,161,4,train
R0044,https://doi.org/10.1021/acscatal.0c02608,168,4,train
R0045,https://doi.org/10.1021/acsaem.1c01572,171,4,train
R0046,https://doi.org/10.1021/acsaem.1c01572,171,4,train
R0048,https://doi.org/10.1002/aenm.202103910,177,4,train
R0050,https://doi.org/10.1002/aenm.202203660,183,4,train
R0051,https://doi.org/10.1016/j.ensm.2023.102874,187,4,train
R0052,https://doi.org/10.1016/j.ensm.2023.102989,188,4,train
R0053,https://doi.org/10.1016/j.ensm.2022.07.026,190,4,train
R0054,https://doi.org/10.1016/S1872‐2067(23)64409‐2,191,4,train
R0055,https://doi.org/10.1016/S1872‐2067(23)64409‐2,191,4,train
R0056,https://doi.org/10.1016/j.jallcom.2023.170130,203,4,train
R0057,https://doi.org/10.1002/smll.202205532,208,4,train
R0060,https://doi.org/10.1021/acsami.1c22643,214,4,train
R0061,https://doi.org/10.1016/j.jelechem.2022.116810,217,4,train
R0067,https://doi.org/10.3390/nano12142386,229,4,train
R0068,https://doi.org/10.1021/acsami.2c19975,230,4,train
R0069,https://doi.org/10.1021/acsami.2c19975,230,4,train
R0070,https://doi.org/10.1016/j.cej.2022.136852,236,4,train
R0071,https://doi.org/10.1039/d2ta07061h,237,4,train
R0073,https://doi.org/10.1016/j.jelechem.2022.116356,247,4,train
R0074,https://doi.org/10.1002/smll.202204836,248,4,train
R0075,https://doi.org/10.1002/smll.202204836,248,4,train
R0078,https://doi.org/10.1016/j.cej.2022.137684,259,4,train
R0079,https://doi.org/10.1016/j.cej.2022.137684,259,4,train
R0080,https://doi.org/10.1016/j.est.2023.107329,270,4,train
R0084,https://doi.org/10.1021/acsami.3c01599,283,4,train
